Title,Company,Location,Type,Level,YearsExp,Country,Skills
Store Manager,Eagle,Mohandessin,Full Time,Manager,7-10 Yrs of Exp,Giza,"Store Management, Customer Management Skills, Retail, Fashion, Operations/Management, Sales/Retail, Fashion"
Store Manager,Inca & Co,Zamalek,Full Time,Shift Based,1-3 Yrs of Exp,Cairo,"Retail, Communication Skills, Leadership, Customer Management, Store Management, Sales Skills, Business, Customer Service/Support"
Store Manager,Jollyland,Cairo,Full Time,Manager,3+ Yrs of Exp,Egypt,"Retail, Store Management, Sales Skills, Fashion, Customer Service, Store Manager, Business, Customer Service/Support, Sales/Retail"
Store Manager,LARIBA Chocolate,Heliopolis,Full Time,Manager,4+ Yrs of Exp,Cairo,"Sales Target, Communication Skills, Computer Skills, Microsoft Office, Retail, Store Management, Customer Service/Support, Sales/Retail"
Store Manager - (6th Of October),OPPO Egypt,6th of October,Full Time,Manager,3+ Yrs of Exp,Giza,"Sales Target, Sales Skills, Store Management, Communication Skills, Computer Skills, Microsoft Office, Store Administration, Customer Care"
Store Manager - (Salam City),OPPO Egypt,Salam City,Full Time,Manager,3+ Yrs of Exp,Cairo,"Sales Target, Sales Skills, Store Management, Communication Skills, Computer Skills, Microsoft Office, Store Administration, Customer Care"
Store Manager - Home Appliances - Mansoura,Confidential,Mansoura,Full Time,Manager,6+ Yrs of Exp,Dakahlia,"Household Appliances, Sales Skills, Sales Target, Customer Service, Showroom, Home Appliances, Business, Operation, Operations/Management"
Store Manager-Mansoura,shot men's wear,Mansoura,Full Time,Manager,2-5 Yrs of Exp,Dakahlia,"Males Only, Store Management, Customer Service, Customer Care, Customer Support, Sales Skills, Sales Target, English, Retail"
Store Manager-Tanta/Mahalla,shot men's wear,Tanta,Full Time,Manager,2-5 Yrs of Exp,Gharbia,"Males Only, Store Management, Customer Service, Customer Care, Customer Support, Sales Skills, Sales Target, English, Retail"
Storekeeper,Capital elite for real estate development,6th of October,Full Time,Experienced,2+ Yrs of Exp,Giza,"Logistics, Storekeeping, Supply Chain, English, Logistics/Supply Chain"
Storekeeper,Confidential,Alexandria,Full Time,Experienced,5+ Yrs of Exp,Egypt,"Supply Chain, Warehousing, Storekeeping, Warehouse, Inventory, Bookkeeping, English, Oracle, Logistics/Supply Chain"
Storekeeper,Confidential,Cairo,Full Time,Entry Level,1-2 Yrs of Exp,Egypt,"Logistics, Supply Chain, Storekeeping, Administration, Logistics/Supply Chain, Purchasing/Procurement"
Storekeeper,Confidential,Cairo,Full Time,Experienced,3+ Yrs of Exp,Egypt,"Warehousing, Storekeeping, Logistics/Supply Chain"
Storekeeper,Pharmaceutical Egyptian Association,Heliopolis,Full Time,Experienced,2+ Yrs of Exp,Cairo,"Logistics, Storekeeping, Data Entry, Supply Chain, Warehouse, Inventory Control, Bookkeeping, Recordkeeping, Logistics/Supply Chain"
Stores Supervisor/Inventory Controller,Confidential,Cairo,Full Time,Experienced,3-5 Yrs of Exp,Egypt,"Logistics, Inventory Control, Purchasing, Logistics/Supply Chain, Purchasing/Procurement"
Strategic Programs Team Manager,WUZZUF,Maadi,Full Time,Manager,7-15 Yrs of Exp,Cairo,"Project Management, Strategic Planning, Reporting, Analysis, Communication, Programs Manager, Programs Management, development sector, Budgeting"
Structural Design Engineer,Edges designs,Nasr City,Part Time,Experienced,3-6 Yrs of Exp,Cairo,"Structural, Civil Engineering, AutoCAD, Engineering - Construction/Civil/Architecture, Creative/Design/Art"
Structural Design Engineer,Teraz,New Cairo,Full Time,Experienced,8-10 Yrs of Exp,Cairo,"Structural Design, Revit, Etabs, SAFE, CSi, sap 2000, Civil Engineering, Engineering - Construction/Civil/Architecture"
Structural Engineer (Office Furniture),Mobica,Abu Rawash,Full Time,Experienced,3-5 Yrs of Exp,Giza,"AutoCAD, Furniture, Technical, 2D, English, Communication Skills, Design, Civil Engineering, 3D, Manufacturing/Production"
Student Life Manager,El Sewedy Education,Cairo,Full Time,Manager,8-10 Yrs of Exp,Egypt,"Development, Engagement, Other"
"Student Training in Engineering Program, STEP...",Google,Cairo,Internship,Student,null Yrs of Exp,Egypt,"google, STEP, student, internship, technology, engineering, software, 2021, programming, IT/Software Development"
Students Affairs Officer,Prime International School,New Cairo,Full Time,Experienced,3+ Yrs of Exp,Cairo,"Females Only, Education, Schools, Students Affairs, Administration, English, Administration, Education/Teaching"
Students Affairs specialist,Badr University in Cairo (BUC),Badr City,Full Time,Experienced,3-7 Yrs of Exp,Cairo,"Education, Admission, Student Affairs, Administration, Administration, Education/Teaching"
Supermarket Manager,INGAZ,New Cairo,Full Time,Manager,10-15 Yrs of Exp,Cairo,"Sales Skills, Retail Management, HND, HNC, Logistics/Supply Chain, Operations/Management, Sales/Retail"
Supply Chain Assistant,Confidential,Bourj Alarab,Full Time,Entry Level,1-2 Yrs of Exp,Alexandria,"Females Only, Supply Chain, Logistics, Purchasing, Management, Import, Export, Microsoft Office, Programs, Excel, English"
Supply Chain Engineer,Biobusiness,Haram,Full Time,Experienced,4-5 Yrs of Exp,Giza,"Purchasing, Supply Chain, ERP, Communication Skills, English, Electrical Engineering, Logistics, Logistics/Supply Chain"
Supply Chain Executive (Menswear),U-Turn Menswear,Mokattam,Full Time,Experienced,4-7 Yrs of Exp,Cairo,"Menswear, Retail Pro 9, Logistics, English, Logistics/Supply Chain, Operations/Management"
Supply Chain Manager,Confidential,Obour City,Full Time,Manager,15+ Yrs of Exp,Cairo,"Supply Chain, Food and Beverage, AX, CSCP, Logistics, Commerce, CPIM, Logistics/Supply Chain, Purchasing/Procurement"
Supply Chain Manager,alrowad tannery,Badr City,Full Time,Experienced,2-5 Yrs of Exp,Cairo,"Supply Chain, Purchasing, Logistics, English, Export, Import, Microsoft Office, Computer Skills, Microsoft Excel, Management"
Supply Chain Operation Manager,Confidential,Maadi,Full Time,Manager,5-7 Yrs of Exp,Cairo,"Warehousing, Inventory Control, Supply Chain Management, Medical, Pharmacy, Medicine, Material Planning, Suppliers, Doctor, Operations"
Supply Chain Specialist,Powerline,Cairo,Full Time,Entry Level,1-3 Yrs of Exp,Egypt,"Logistics, Negotiation, Analytical, Procurement, Purchasing, Logistics/Supply Chain"
Supply Chain Specialist,kazary,Obour City,Full Time,Experienced,1-5 Yrs of Exp,Cairo,"Logistics, Retail, menswear, Logistics/Supply Chain, Project/Program Management, Sales/Retail"
Supply Chain Specialist - E-commerce - Alexandria...,Blink,Alexandria,Full Time,Experienced,2-4 Yrs of Exp,Egypt,"Purchasing, Procurement, Supply Chain, Management, Business, Marketing, MS Office, Communication, Analytical, Organization"
Supply Chain Specialist - Steel Structure,Confidential,Ain Sokhna,Full Time,Experienced,5+ Yrs of Exp,Suez,"Supply Chain, Purchasing, Logistics, Procurement, English, Microsoft Office, Communication Skills, Logistics/Supply Chain"
Supply Planner - Alexandria,SAVOLA,Bourj Alarab,Full Time,Experienced,4-6 Yrs of Exp,Alexandria,"Logistics, Planning, Logistics/Supply Chain"
Surveillance Operator - Tanta,Town Team,Tanta,Full Time,Experienced,2+ Yrs of Exp,Gharbia,"Admin, CCTV, Surveillance Systems, Installation/Maintenance/Repair, Engineering - Telecom/Technology"
Surveying Engineer,Kiromarble for marble and granite,Maadi,Full Time,Experienced,3+ Yrs of Exp,Cairo,"AutoCAD, English, Site Survey, Civil Engineering, Engineering - Construction/Civil/Architecture"
Sybase Database Administrator,ITS,Cairo,Full Time,Experienced,2+ Yrs of Exp,Egypt,"Databases, Sybase Database Administration, MySQL, Oracle, Performance Tuning, Sybase ASE, Sybase IQ, IT/Software Development"
System & Exchange Admin,Al Rabat,Nasr City,Full Time,Experienced,5-7 Yrs of Exp,Cairo,"Computer Science, System Administration, Active Directory, Troubleshooting, Backup, Mail Routing, Microsoft Exchange"
System Admin,Premier Services and Recruitment Overseas,Maadi,Full Time,Experienced,2+ Yrs of Exp,Cairo,"Information Technology (IT), MCSA, Computer Science, MCSE, IT/Software Development, Engineering - Telecom/Technology"
System Administrator,EGID company,New Cairo,Full Time,Experienced,4-6 Yrs of Exp,Cairo,"Information Technology (IT), System Administration, Operating Systems, Communication Engineering, IT/Software Development"
System Administrator,Interact Technology Solutions,Maadi,Freelance / Project,Experienced,3+ Yrs of Exp,Cairo,"Microsoft Office, MS Project, CAD Drawing, Information Technology (IT), Networks, Network Administration, Maintenance, Repair"
System Administrator,Master Linux,Dokki,Full Time,Experienced,3-12 Yrs of Exp,Giza,"Information Technology (IT), Linux, System Administration, VMWare, MCSA, MCITP, Operating system, Engineering, Hardware, Software"
System Administrator,National Technology,Nasr City,Full Time,Entry Level,1+ Yrs of Exp,Cairo,"Computer Engineering, CCNA, MCSA, Computer Science, Information Technology (IT), System Administration, ESXI, Sophos, VMS"
System Administrator (Vulnerabilities Management),Interact Technology Solutions,Maadi,Freelance / Project,Experienced,3+ Yrs of Exp,Cairo,"Engineering, Microsoft Office, MS Project, CAD Drawing, Information Technology (IT), Networks, Network Administration, Repair"
System Administrator/DevOps,EMIRATES BARQ,Cairo,Full Time,Entry Level,1-5 Yrs of Exp,Egypt,"Servers, Linux, Windows, Software, MySQL, Virtualization, DNS, Firewall, PHP, Security, Computer Science, System Administration"
System Analysis Project Lead,LINK Development,Maadi,Full Time,Experienced,4-8 Yrs of Exp,Cairo,"Information Technology (IT), System Analysis, Business Analysis, Computer Science, CBAP, Project Management, English, Arabic, CCBA"
System Engineer,EL Mohandess Press,10th of Ramadan City,Full Time,Experienced,5-7 Yrs of Exp,Sharqia,"Information Technology (IT), Computer Science, Networking, Firewalls, Security, Computer Engineering, System Engineering, IT Support"
System Engineer (Microsoft),Confidential,Cairo,Full Time,Experienced,3-8 Yrs of Exp,Egypt,"Computer Science, Microsoft Office, Telecom Engineering, Office365, Azure, AWS, Networking, Linux, SQL"
System Engineer (VMware),Confidential,Cairo,Full Time,Experienced,3-8 Yrs of Exp,Egypt,"Computer Science, Computer Engineering, Cloud Management, VMWare, Linux, VSphere, Virtualization, Infrastructure"
System Implementation Engineer,Fawry Banking & Payment Technology Services,Smart Village,Full Time,Experienced,2-4 Yrs of Exp,Giza,"Implementation Engineer, Product Engineer, XML, DBMS, SOAP-UI, Web Development, UAT, Testing, Troubleshooting"
Systems Analyst,Safa Soft,Maadi,Full Time,Experienced,3+ Yrs of Exp,Cairo,"System Analysis, Software Documentation, Software Testing, SRS, OOP, MySQL, Agile, Scrum, IT/Software Development"
Systems Engineer,Sumerge,Cairo,Full Time,Experienced,3-5 Yrs of Exp,Egypt,"Computer Science, FileNet, DevOps, HTTP, Installation, Software Engineering, Application Server, LDAP, Linux"
T24 Senior Technical Consultant,Ultimate Solutions Egypt,6th of October,Full Time,Experienced,2-6 Yrs of Exp,Giza,"Males Only, Development, Implementation, Technical Analysis, Accounting, Computer Science, Information Technology (IT), Engineering"
TV Presenter,Confidential,Zagazig,Full Time,Entry Level,1-4 Yrs of Exp,Sharqia,"Males Only, Media Production, Production Crew, Graphic Design, Photography, Creative/Design/Art, Media/Journalism/Publishing"
TV Production Manager,ATA Electronics,Giza,Full Time,Manager,5+ Yrs of Exp,Egypt,"TV Production Management, Manufacturing, Electronics Engineering, Manufacturing/Production, Engineering - Mechanical/Electrical"
Talent Acquisition Section Head,Elhazek Construction,Heliopolis,Full Time,Manager,10-12 Yrs of Exp,Cairo,"Talent Acquisition, Human Resources (HR), Construction, Human Resources"
Talent Acquisition Specialist,Majorel Egypt,Abbassia,Full Time,Entry Level,1-3 Yrs of Exp,Cairo,"Recruitment, Interviewing, COPC, Screening, Human Resources"
Talent Acquisition Specialist,Odiggo,Maadi,Full Time,Entry Level,1-5 Yrs of Exp,Cairo,"Human Resources (HR), HR, HR Certificate, English, Personnel, HRMS, ATS, Word, Excel, Labor Law, Talent Acquisition, Hiring"
Talent Acquisition Specialist,QuadraTech for Information Technology,Katameya,Full Time,Experienced,3+ Yrs of Exp,Cairo,"Recruitment, Hiring, Human Resources (HR), Sourcing, IT, Human Resources Management, Talent Acquisition, Interviewing, HR, Recruiter"
Talent Acquisition Specialist,UNICARE Medical Care & Centers,Dokki,Full Time,Experienced,3-6 Yrs of Exp,Giza,"Talent Acquisition, Training, Interviewing, Screening, Hiring, Human Resources, Human Resources"
Talent Acquisition Supervisor,Concentrix,6th of October,Full Time,Manager,2-4 Yrs of Exp,Giza,"Human Resources (HR), Talent Acquisition, Hiring, Sourcing, Screening, German, English, Human Resources"
Talent Development Senior Specialist,Fashion Retail Group,New Cairo,Full Time,Experienced,3-6 Yrs of Exp,Cairo,"OD, Recruitment, Human Resources"
Tank Construction Engineer - Red Sea,Sinoma-cdi,Ras Ghareb,Full Time,Experienced,5-7 Yrs of Exp,Red Sea,"Tanks, Construction, English, Engineering - Construction/Civil/Architecture, Project/Program Management"
Tax & Audit Manager,AlMohaseboon for financial & Tax consulting,Nasr City,Full Time,Manager,8+ Yrs of Exp,Cairo,"Taxation, Computer Skills, Finance, Accounting Firms, Accounting/Finance, Operations/Management"
Tax Accountant,Alexandria Trading and Engineering Bureau,Sidi Gaber,Full Time,Experienced,4-6 Yrs of Exp,Alexandria,"Financial Analysis, Finance, Taxes, Accounting/Finance, Logistics/Supply Chain"
Tax Accountant,F&M Advisors,Maadi,Full Time,Entry Level,1-3 Yrs of Exp,Cairo,"Finance, Financial Analysis, Audit, English, Tax Accounting, Accounting/Finance"
Tax Accountant,INGAZ,New Cairo,Full Time,Experienced,5+ Yrs of Exp,Cairo,"Finance, Bookkeeping, Accounting Software, MS Office, Computer Skills, Tax Accounting, Accounting/Finance"
Tax Accountant,NMDC,Cairo,Full Time,Experienced,2-3 Yrs of Exp,Egypt,"Finance, Financial Analysis, Oracle, Tax Transaction, Construction, Accounting/Finance"
Tax Accountant,TravelYalla,Heliopolis,Full Time,Experienced,4+ Yrs of Exp,Cairo,"Taxation, Financial Statements, Accounting Offices, ERP, Computer Skills, Tax Accounting, Commerce, Auditing Office, Tourism"
Tax Accountant - Alexandria,Confidential,Alexandria,Full Time,Experienced,3-4 Yrs of Exp,Egypt,"Financial Analysis, Commerce, Tax Accounting, Financial Management, Accounting/Finance"
Tax Accountant - Background FMCG - Alexandria,Premier Services and Recruitment,Smouha,Full Time,Experienced,3-5 Yrs of Exp,Alexandria,"Accounting, Financial Management, Accounting/Finance"
Tax Manager,Cequens,Cairo,Full Time,Manager,5+ Yrs of Exp,Egypt,"Finance, Financial Management, Tax, CPA, IFRS, Audit, Accounting/Finance"
Tax Manager,Onepoint HR Solutions,Cairo,Full Time,Manager,5-10 Yrs of Exp,Egypt,"Financial Management, Financial Analysis, Accounting Offices, Legal, Taxation, Accounting/Finance"
Tax Manager - Value Added Taxes,MML Chartered Accountants & Tax Experts Office,Heliopolis,Full Time,Manager,5-10 Yrs of Exp,Cairo,"Financial Management, Financial Analysis, Accounting Offices, Legal Accounting, Accounting/Finance"
Tax Supervisor,SERA Mattress & Furniture,Obour City,Full Time,Manager,5-7 Yrs of Exp,Cairo,"Accounting, Financial Analysis, Accounting/Finance"
Teachers ( English - Arabic - Math - Science -...,Mishkat Nour,Port Said,Full Time,Part Time,1-8 Yrs of Exp,Egypt,"6 Vacancies, Females Preferred, English, Arabic, Maths, Science, Arts, Teaching, Education, Education/Teaching, Training/Instructor"
Team Leader -English Speaker,Majorel Egypt,Mandara,Full Time,Manager,1-3 Yrs of Exp,Alexandria,"Call Center, Leadership Skills, Operations, Customer Service, English, Customer Service/Support, Operations/Management"
Tech Lead / Node - PHP,Breadfast,Maadi,Full Time,Experienced,1-3 Yrs of Exp,Cairo,"Computer Science, MongoDB, Computer Engineering, Design, IT/Software Development, Engineering - Telecom/Technology, Engineering - Other"
Tech Lead Full Stack Software Engineer,Ctopya,Cairo,Full Time,Experienced,5+ Yrs of Exp,Egypt,"fullstack, Information Technology (IT), Computer Science, Software Development, Software Engineering, Java, Python, Programming, PHP, AWS"
Tech Lead Software Manager,La Casa Code,Sheikh Zayed,Full Time,Manager,7+ Yrs of Exp,Giza,"Software Development, Software Engineering, Back-End, javaScript, HTML, Front-End, Programming, Computer Science, Telecom"
Technical Consultant,Ultimate Solutions Egypt,6th of October,Full Time,Entry Level,0-2 Yrs of Exp,Giza,"Software, banking, technical support, Java, C++, Programming, Computer Science, Information Technology (IT), Oracle, XML, IT"
Technical Customer Service Manager,Dimofinf Operations Center,Nasr City,Full Time,Manager,7-10 Yrs of Exp,Cairo,"Customer Care, Customer Support, Business Administration, Communication, Negotiation Skills, Education, Training, Management"
Technical Customer Support Engineer (Handover),M² Developments,Mohandessin,Full Time,Experienced,5-7 Yrs of Exp,Giza,"Technical Support, Civil Engineering, Customer Support, Customer Service, Engineering - Construction/Civil/Architecture"
Technical Designer,LinkMisr,Heliopolis,Full Time,Entry Level,0-3 Yrs of Exp,Cairo,"Architecture Engineering, Revit, Sketch-up, AutoCAD, English, Microsoft Office, Engineering - Construction/Civil/Architecture"
Technical Lead,Desklab,New Nozha,Full Time,Manager,8-12 Yrs of Exp,Cairo,"Computer Science, Computer Engineering, Angular, Agile, MVC, Architecture, Core, Information Technology (IT), Security, Testing"
Technical Lead,NGMSA,Alexandria,Full Time,Manager,10+ Yrs of Exp,Egypt,"Software Development, Computer Science, Software Engineering, Computer Engineering, C#, C++, Visual Studio, English"
Technical Lead / Architect,Keys Group Services,Maadi,Full Time,Manager,10+ Yrs of Exp,Cairo,"Software Engineering, .NET, Cloud, Computer Science, Technical Lead, Architect, software development"
Technical Office Engineer,El Nasr Group,Heliopolis,Full Time,Entry Level,1-2 Yrs of Exp,Cairo,"AutoCAD, Technical Office, Microsoft Office, SketchUp, Civil Engineer, Architecture, Quantity Surveying"
Technical Office Engineer,Future Office Furniture,Badr City,Full Time,Experienced,5-10 Yrs of Exp,Cairo,"Engineering, Architecture, Technical Support, AutoCAD, Drawing, Office Furniture, Technical Office, Applied Arts, Interior Design"
Technical Office Engineer,International Business Systems I.B.S.,New Capital,Full Time,Experienced,10-15 Yrs of Exp,Cairo,"Technical Office, Construction, AutoCAD, Interior, Finishing, 3Dmax, Pricing, Engineering - Construction/Civil/Architecture"
Technical Office Engineer,MT Constructions,New Cairo,Full Time,Experienced,5-8 Yrs of Exp,Cairo,"AutoCAD, Microsoft Office, Design, English, Quantity Survey, Mechanical Engineering, Technical Drawings"
Technical Office Engineer,Pretty House,Ain Shams,Full Time,Experienced,5-8 Yrs of Exp,Cairo,"Engineering, AutoCAD, Microsoft Office, Engineering - Construction/Civil/Architecture, Installation/Maintenance/Repair"
Technical Office Engineer,T.B.F.C,Maadi,Full Time,Experienced,3-5 Yrs of Exp,Cairo,"dialux, Technical Office, Microsoft Office, Electrical Engineering, English, Management, Communication, Contracting"
Technical Office Engineer,TAG Egypt,Mohandessin,Full Time,Entry Level,0-2 Yrs of Exp,Giza,"Females Only, Mechanical Engineering, EGAC, Technical Office Engineering, Calibration, AutoCAD, Microsoft Office, Time Management"
Technical Office Engineer,Unimix Egypt for Readymix concrete,Cairo,Full Time,Entry Level,0-2 Yrs of Exp,Egypt,"Technical Office, Engineering, Computer Skills, Mechanical, SAP, Engineering - Mechanical/Electrical"
Technical Office Engineer,albeit almasry for landscape,Agami,Full Time,Experienced,2-5 Yrs of Exp,Alexandria,"AutoCAD, Technical Office, Microsoft Office, Agricultural Engineering, Architecture Engineering, Fine Arts, English"
Technical Office Engineer (Applied Arts or Fine...,Lotus Finishing Materials,Nozha,Full Time,Experienced,2-3 Yrs of Exp,Cairo,"Technical Office, MS Office, Applied Arts, Communication Skills, Microsoft Office, English, Engineering, 3D, Fine Arts, Architecture"
Technical Office Engineer (Furniture & Kitchens),Confidential,6th of October,Full Time,Experienced,2+ Yrs of Exp,Giza,"Males Only, Furniture, Woodworking, Kitchen Design, Kitchen Drawing, Interior Design, Fine Arts, Engineering, AutoCAD, Sketch-up"
Technical Office Engineer - Architecture,Alexandria Building Center,Alexandria,Full Time,Experienced,10+ Yrs of Exp,Egypt,"Technical Office, Design, Drawing, Architecture, AutoCAD, Primavera, Microsoft Project, Civil Engineering, Revit, English"
Technical Office Engineer - Architecture,El-Alameya for Engineering and Project Management,Mohandessin,Full Time,Experienced,5-10 Yrs of Exp,Giza,"Computer Skills, Microsoft Office, Microsoft Word, Microsoft Excel, Architecture, AutoCAD, Technical Office, English"
Technical Office Engineer - Furniture,Special for office furniture,Sharqia,Full Time,Experienced,4-6 Yrs of Exp,Egypt,"AutoCAD, Technical Office, Architecture, Furniture, Design, Drawing, Engineering - Construction/Civil/Architecture, Creative/Design/Art"
Technical Office Engineer - Hurghada,Somabay,Hurghada,Full Time,Experienced,3-5 Yrs of Exp,Red Sea,"Engineering, Project Management, Technical Office, Residential Projects, AutoCAD, Primavera"
Technical Office Engineer -Architecture...,Egyptian Contracting Centre,Giza,Full Time,Experienced,4-8 Yrs of Exp,Egypt,"Technical Office, Primavera, Architecture Engineering, Microsoft Office, Engineering - Construction/Civil/Architecture"
Technical Office Engineer Architecture,Jovi Build,Sheikh Zayed,Full Time,Experienced,3-5 Yrs of Exp,Giza,"Engineering, AutoCAD, Inventory, Extracts, BOQ, Quantity Surveying, Shop Drawing, Design, Creative/Design/Art"
Technical Office Engineer Architecture,"Utilco for Engineering, Contracting & Supplies",Aswan,Full Time,Experienced,2-4 Yrs of Exp,Egypt,"Engineering, Infrastracture, Technical Office, Sewage Networks, Sewer Cad, Construction, Shop Drawings, AutoCAD, English"
Technical Office Manager,AVECO - Advanced Ventures for Engineering & Contracting,Badr City,Full Time,Manager,10+ Yrs of Exp,Cairo,"Project Management, Communication Skills, Technical Writing, Infrastructure, Technical Office Engineer, Installation/Maintenance/Repair"
Technical Office Manager,Form,Maadi,Full Time,Manager,15-20 Yrs of Exp,Cairo,"Civil Engineering, Construction, Engineering - Construction/Civil/Architecture"
Technical Office Manager,MAC EGYPT REAL ESTATE CO.,10th of Ramadan City,Full Time,Manager,10+ Yrs of Exp,Cairo,"Communication Skills, Infrastructure, construction, Project Management, Technical Writing, Technical Office Engineer"
Technical Office Manager - Furniture,Wood shed egypt,6th of October,Full Time,Manager,8-10 Yrs of Exp,Giza,"AutoCAD, Manufacturing, Furniture, Applied Arts, Microsoft Office, Wood, Engineering, MS Office, Creative/Design/Art"
Technical Operations SME & Cloud Expert,Confidential,Cairo,Full Time,Shift Based,6-8 Yrs of Exp,Egypt,"Cloud, Linux, AWS, CCNA, RHCE, IT, Computer Science, Development, Networking, Troubleshooting, IT/Software Development"
Technical Product Manager,Nagwa,Nasr City,Full Time,Manager,8+ Yrs of Exp,Cairo,"Product Management, Technical, Leadership, Information Technology (IT), Computer Science, Engineering, Telecom, Information Systems"
Technical Quality Control Engineer - New Cairo,"General Star Business Development Co.,(Egypt)",New Cairo,Full Time,Experienced,3-5 Yrs of Exp,Cairo,"Computer Skills, Microsoft Office, English, Furniture, Woods, Quality Control, Engineering, Quality, Engineering - Other"
Technical Recruiter,LINK Development,Maadi,Full Time,Experienced,2-5 Yrs of Exp,Cairo,"Human Resources (HR), Technical Recruitment, Screening, Sourcing, English, IT, Human Resources, IT/Software Development"
Technical SME,Expand Cart,6th of October,Full Time,Manager,2-5 Yrs of Exp,Giza,"Technical Support, Customer Service, Customer Support, English, Customer Care, E-commerce, CSS, HTML, Management, IT, Grasp, SMEs"
Technical Sales Account Manager - Software,Confidential,Cairo,Full Time,Experienced,2+ Yrs of Exp,Egypt,"Business Development, Information Technology (IT), Lead Generation, Forcasting, Sales Target, Customer Service, Account Management"
Technical Sales Coordinator,Brilliant Engineering,6th of October,Full Time,Experienced,2-3 Yrs of Exp,Giza,"Mechanical Engineering, English, Sales Skills, Sales Target, Customer Service, HVAC, Sales/Retail"
Technical Sales Coordinator/ Engineer,Industrial Services Center - Datco,Cairo,Full Time,Entry Level,0-2 Yrs of Exp,Egypt,"Sales Skills, Sales Target, English, Microsoft Office, Arabic, Pre-Sales, Mechanical Engineering, Electrical Engineering"
Technical Sales Engineer,Elnady Engineering & Agencies,Nasr City,Full Time,Experienced,2+ Yrs of Exp,Cairo,"Sales Target, Retail, Software Sales, Marketing, Customer Service, Customer Care, Customer Support, Mechanical Engineering, English"
Technical Sales Engineer,Elsewedy industries,10th of Ramadan City,Full Time,Entry Level,1-2 Yrs of Exp,Cairo,"Civil, Engineering, Sales Skills, Sales Target, Communication, Manufacturing/Production, Sales/Retail"
Technical Sales Engineer,INGAZ,Cairo,Full Time,Experienced,4-6 Yrs of Exp,Egypt,"Engineering, Sales Target, Sales Skills, English, Sales/Retail, Engineering - Mechanical/Electrical"
Technical Sales Engineer,Kira Trade International,New Cairo,Full Time,Experienced,3-4 Yrs of Exp,Cairo,"Poultry Feed, Animal Feed, Fish Feed, Mechanical Engineering, Sales Skills, Sales Target, Technical Analysis, Technical Support"
Technical Sales Engineer (Indoor),Smart Lighting,Sheraton,Full Time,Experienced,2-4 Yrs of Exp,Cairo,"Sales Skills, Engineering, English, Sales/Retail, Engineering - Other"
Technical Sales Engineer - Unipro,Unitech,6th of October,Full Time,Entry Level,1-3 Yrs of Exp,Giza,"Technical Sales, Sales Engineering, Sales Skills, Sales Target, Waterproof, Acquistic Solution, Unipro, Sales/Retail"
Technical Sales Lead/Account Manager (Web +...,GULFCYBERTECH,Muscat,Full Time,Manager,5+ Yrs of Exp,Oman,"Sales Skills, Business Development, Account Management, Mobile Applications, Leads, Information Technology (IT), IT/Software Development"
Technical Sales Manager - Components & Production...,POLYMAC,Cairo,Full Time,Manager,10+ Yrs of Exp,Egypt,"English, Dutch, German, Sales Skills, Sales Target, Technical Sales, Bulk Material, Plastics, Chemicals, Minerals, Pharmaceutical"
Technical Sales Representative,Newtrac Trading Co.,Heliopolis,Full Time,Entry Level,0-1 Yrs of Exp,Cairo,"Males Only, Sales Skills, Technical Sales, Chemistry, Chemical Engineering, Plastics, R&D/Science, Sales/Retail, Engineering - Other"
Technical Sales Representative ( Chemist),Cura Pharma Trading,Glim,Full Time,Experienced,5-8 Yrs of Exp,Alexandria,"Chemicals, Sales Skills, Sales Target, Technical Sales, R&D/Science, Sales/Retail"
Technical Support & Customer Service Engineer -...,Sigma for Import and Export,Heliopolis,Full Time,Entry Level,1-2 Yrs of Exp,Cairo,"Technical Support, Hearing Aid, Customer Support, Customer Service, Customer Care, English, Communication Engineering, R&D/Science"
Technical Support Agent,Confidential,Nasr City,Full Time,Experienced,3-5 Yrs of Exp,Cairo,"Technical Support, Customer Service, Customer Care, IT, Customer Service/Support"
Technical Support Agent,ExaServe LLC,Nasr City,Full Time,Entry Level,1-2 Yrs of Exp,Cairo,"Males Only, Customer Service, Customer Support, Technical Support, Customer Care, Communication Skills, Customer Service/Support"
Technical Support Agent,IST Networks,Cairo,Full Time,Entry Level,1-5 Yrs of Exp,Egypt,"Technical Support Agent, Customer Support, Communication Skills, Technical Knowledge, Customer Service, English, Call Center"
Technical Support Agent (US Account),Flairstech,Cairo,Full Time,Entry Level,1-2 Yrs of Exp,Egypt,"Technical Support, Customer Support, Customer Care, Customer Service, Software, English, Macintosh Computer, Computer Science"
Technical Support Agent - UAE Account,Raya Contact Center,Maadi,Full Time,Entry Level,0-2 Yrs of Exp,Cairo,"Customer Support, Call Center, Technical Support, Customer Service, Customer Care, English, Customer Service/Support"
Technical Support Engineer,ARPUPLUS,Agouza,Full Time,Entry Level,1-2 Yrs of Exp,Giza,"Information Technology (IT), RBT, Linux, Windows, IVR, SLA, Customer Care, Troubleshooting, Computer Science, MCSA, MSSQL"
Technical Support Engineer,Confidential,Cairo,Full Time,Shift Based,4-6 Yrs of Exp,Egypt,"Linux, Technical Support, CCNA, Information Technology (IT), Computer Science, Networking, Engineering, SS7, GSM, Troubleshoot"
Technical Support Engineer,GUC,New Cairo,Full Time,Experienced,3+ Yrs of Exp,Cairo,"Technical Support, Information Technology (IT), Computer Science, Customer Service, Customer Care, Customer Support, Linux, MacOS"
